GTIN,AMPPID
5017007028246,1348311000001109
5016695280127,1348511000001103
5702191004212,1348811000001100
5012252102819,1349011000001101
5012617009098,1349211000001106
05012617009098,1349211000001106
5017007070689,1349311000001103
5012882007713,1349811000001107
5013457025095,1349811000001107
5012882007744,1349911000001102
5013457025088,1349911000001102
5012252102802,1350111000001107
5012617009081,1350311000001109
05012617009081,1350311000001109
5017007070788,1350411000001102
5012882007751,1350711000001108
5013457025118,1350711000001108
5037563002511,1351011000001102
5015313011891,1351111000001101
5060064791585,1351111000001101
5015313010665,1351211000001107
5060064791844,1351211000001107
5035382000213,1351511000001105
5060499390858,1351511000001105
5035382000220,1351611000001109
5060499390865,1351611000001109
5015313010184,1351711000001100
5060064791608,1351711000001100
5035382000312,1351811000001108
5060499390872,1351811000001108
5035382000411,1351911000001103
5060499390889,1351911000001103
5025903005254,1352011000001105
5025903001522,1352111000001106
5017007341413,1352611000001103
5016695291277,1352911000001109
5025903003328,1353211000001106
5012712005308,1353411000001105
5015313011907,1353511000001109
5060064791592,1353511000001109
5015313010191,1353611000001108
5060064791851,1353611000001108
5016695450148,1353811000001107
5033929301151,1354011000001104
5000283660132,1354011000001104
5060499390353,1354011000001104
5012712001928,1354311000001101
5037563005437,1354411000001108
5012712001935,1354611000001106
5014162008311,1354711000001102
5000456026420,1354711000001102
5014162008311,1354711000001102
7317510000226,1354811000001105
5013457011128,1354911000001100
1210001163454,1354911000001100
5014162008717,1355111000001104
5000456026413,1355111000001104
5014162008519,1355211000001105
5000456026482,1355211000001105
5000283609353,1355311000001102
5060222601190,1355311000001102
5000283642800,1355511000001108
5013054120186,1355611000001107
5013054120155,1355711000001103
5000283642817,1355811000001106
5013054120148,1355911000001101
5012816085053,1356011000001109
5000123114139,1356011000001109
5012816085060,1356211000001104
5000123114146,1356211000001104
5017476051103,1356411000001100
5017476051202,1356511000001101
5025903003908,1356611000001102
05055565777060,1356711000001106
5055565777060,1356711000001106
5016695310039,1356911000001108
5017476071002,1357211000001102
5013945194005,1357411000001103
5013945198133,1357411000001103
00191778008128,1357411000001103
00840164505894,1357411000001103
00191778008128,1357411000001103
5000283605386,1357611000001100
5025903003939,1357811000001101
05055565777091,1357911000001106
5055565777091,1357911000001106
5060163120026,1358011000001108
5017007012986,1358011000001108
5016695310060,1358111000001109
5013945185003,1358311000001106
5013945301830,1358311000001106
00191778007824,1358311000001106
00840164502459,1358311000001106
00191778007824,1358311000001106
5013945183511,1358411000001104
00191778007862,1358411000001104
00840164502725,1358411000001104
00191778007862,1358411000001104
5025903003083,1358511000001100
5025903003090,1358811000001102
5012617018151,1359011000001103
5017007324003,1359111000001102
5016695340142,1359311000001100
5016695350189,1359411000001107
5025903003519,1359911000001104
5012617008909,1360011000001102
5012617021373,1360011000001102
05012617021373,1360011000001102
5012816070318,1360111000001101
5016695300375,1360211000001107
5017476011008,1360311000001104
5017476012005,1360411000001106
5025903001560,1361011000001106
5012617004512,1361111000001107
05012617004512,1361111000001107
5017007017530,1361311000001109
5010706007383,1361511000001103
5060249170136,1361511000001103
5060249177425,1361511000001103
05060249177425,1361511000001103
5025903001577,1362011000001103
5025903001898,1362111000001102
5025903029151,1362111000001102
5025903001638,1362311000001100
5012727903606,1362511000001106
5012617009715,1362611000001105
05012617009715,1362611000001105
5012617004529,1362711000001101
05012617004529,1362711000001101
5016695280431,1362811000001109
5017007070436,1362911000001104
5017007016403,1362911000001104
5012727902678,1363611000001100
5010706007390,1364111000001105
5060249170150,1364111000001105
5060249177432,1364111000001105
05060249177432,1364111000001105
5060249177449,1364111000001105
5021730019471,1364511000001101
5025903001584,1365011000001108
5025903002550,1365111000001109
5025903001621,1365211000001103
5012617004536,1365311000001106
05012617004536,1365311000001106
5012617009616,1365411000001104
05012617009616,1365411000001104
5017007070382,1365611000001101
5017007016427,1365611000001101
5016192262213,1365911000001107
5012727902685,1366211000001109
5010706007406,1366511000001107
5060249170167,1366511000001107
05060249177449,1366511000001107
5060123270013,1367411000001105
05060123270013,1367411000001105
8057742821952,1367411000001105
5025903009238,1367511000001109
5012617009487,1367611000001108
05012617009487,1367611000001108
5025903005889,1368111000001104
5012617009814,1368411000001109
5012617010018,1368411000001109
05012617010018,1368411000001109
5017007025849,1368511000001108
5014162002609,1368611000001107
5025903004431,1368711000001103
5016695390222,1368911000001101
5012617009494,1369211000001100
05012617009494,1369211000001100
5010678427707,1370011000001108
6001390118195,1370311000001106
5060249176022,1370311000001106
05060249176022,1370311000001106
5012816070271,1370411000001104
5025903005827,1370611000001101
5025903001904,1370911000001107
5012617009821,1371011000001104
05012617009821,1371011000001104
5025903004448,1371111000001103
5012617009807,1371211000001109
05012617009807,1371211000001109
5017007025948,1371311000001101
5017007070405,1371411000001108
5012617009500,1371511000001107
05012617009500,1371511000001107
5014162002616,1371611000001106
5012727903613,1371911000001100
5016695390239,1372211000001102
0000050731961,1372611000001100
6001390118294,1373611000001105
5060249176039,1373611000001105
05060249176039,1373611000001105
5010678427806,1373711000001101
5021730008819,1373811000001109
5010678547504,1374711000001104
5025903001843,1374811000001107
5012617009906,1374911000001102
05012617009906,1374911000001102
5012781046103,1375011000001102
5099151007957,1375011000001102
5025903002420,1375211000001107
5012252102871,1375311000001104
5017007021254,1375411000001106
5012617009654,1375811000001108
05012617009654,1375811000001108
5017007026822,1375911000001103
5012617008916,1376011000001106
05012617008916,1376011000001106
05012617021397,1376011000001106
5012617021397,1376011000001106
5012816012295,1376511000001103
5012781046202,1376911000001105
5099151007964,1376911000001105
5012781046158,1377611000001102
5099151007971,1377611000001102
5015366084774,1378111000001106
5010678547603,1378411000001101
5012712001478,1378511000001102
5012712001485,1378611000001103
5025903003212,1378711000001107
5012617005533,1378811000001104
05012617005533,1378811000001104
5012712002178,1378911000001109
5017007357629,1379011000001100
5016695400419,1379111000001104
5013675000799,1379311000001102
5013675000195,1379511000001108
5000455001312,1379811000001106
5024655000036,1380111000001104
5015915145031,1380411000001109
05015915145031,1380411000001109
5000455005549,1380711000001103
5015915145024,1381211000001104
05015915145024,1381211000001104
5024655000012,1381411000001100
5025903019039,1381711000001106
5025903004561,1381711000001106
5025903004561,1381711000001106
5025903019039,1381711000001106
5012617017321,1381811000001103
05012617017321,1381811000001103
5013457027211,1381911000001108
5013457021912,1381911000001108
1210001140806,1381911000001108
5021691100102,1382111000001100
5021691100096,1382211000001106
5016192135319,1382311000001103
5702191002041,1382411000001105
5014124374072,1382611000001108
5026468744725,1382611000001108
5015664025011,1382711000001104
5025903001836,1382911000001102
5012617009913,1383011000001105
05012617009913,1383011000001105
5017007021292,1383111000001106
5015664025271,1383311000001108
5010678909074,1383311000001108
5012617000293,1383911000001109
5015664049741,1384211000001102
5010678902013,1384211000001102
07350110580804,1384211000001102
5015664035003,1384411000001103
5010678902020,1384411000001103
07350110580828,1384411000001103
05010678902020,1384411000001103
5016007908091,1384511000001104
05016007908091,1384511000001104
5013945165302,1384711000001109
6419716607917,1384711000001109
4987084306869,1384711000001109
04987084306869,1384711000001109
5025903001829,1384811000001101
5012617009920,1384911000001106
05012617009920,1384911000001106
5017007021513,1385011000001106
4260056110559,1385411000001102
5060093000153,1385611000001104
5014124374164,1385711000001108
5060093000160,1385811000001100
5060093000146,1386011000001102
5000455005006,1386111000001101
5025903001812,1386211000001107
5012617009937,1386311000001104
05012617009937,1386311000001104
5017007021551,1386411000001106
5025903001645,1386611000001109
5012617011220,1386811000001108
05012617011220,1386811000001108
5012617021212,1386811000001108
05012617021212,1386811000001108
5017007070948,1387011000001104
5017007014249,1387011000001104
5012252103243,1387111000001103
5025903001034,1387411000001108
5025903001492,1387611000001106
5012617017116,1387711000001102
05012617017116,1387711000001102
5012617017147,1387811000001105
05012617017147,1387811000001105
5012617017154,1387911000001100
05012617017154,1387911000001100
5017007050520,1388011000001103
5010678912029,1388111000001102
5017007050575,1388211000001108
5025903014775,1388411000001107
5013487100564,1388511000001106
5045092362143,1388711000001101
5045098780064,1388711000001101
5017007300922,1388811000001109
5017007011484,1388811000001109
5036850012349,1389011000001108
5036850013162,1389211000001103
5036850013988,1389511000001100
5025903003120,1389711000001105
5012617008015,1389811000001102
5015313011648,1390111000001103
5060064791783,1390111000001103
7350005300265,1390111000001103
5015313011655,1390211000001109
5060064791813,1390211000001109
7350005300272,1390211000001109
5016695640082,1390411000001108
5025903001676,1390711000001102
5021730015046,1391211000001103
5060064170649,1391211000001103
5012617013750,1391411000001104
05012617013750,1391411000001104
05012617021472,1391411000001104
5012617021472,1391411000001104
5016695080024,1391511000001100
5013457011494,1391611000001101
5025903001683,1391911000001107
5012617013798,1392211000001105
5012617021489,1392211000001105
05012617021489,1392211000001105
5016695080048,1392311000001102
5025903003137,1392511000001108
5012617008022,1392611000001107
5025903005056,1392811000001106
5025903002741,1392911000001101
5015313011679,1393011000001109
5060064791820,1393011000001109
7350005300296,1393011000001109
5015313011662,1393311000001107
5060064791790,1393311000001107
7350005300289,1393311000001107
5016695280189,1393411000001100
5016695640112,1393511000001101
5012617017499,1393811000001103
5017007603016,1393811000001103
5013945182767,1393911000001108
00191778018714,1393911000001108
5017007113218,1394011000001106
5013457011135,1394811000001100
1210001145146,1394811000001100
5012712000099,1394911000001105
5000283597315,1395111000001106
5021691292142,1395211000001100
5036631850610,1395311000001108
5025903002802,1395411000001101
5017007341512,1395511000001102
5017007341536,1395511000001102
5025903003144,1395611000001103
5016695291284,1395711000001107
5012617008039,1395811000001104
5033929301175,1396111000001100
5000283660149,1396111000001100
5000471005202,1396311000001103
5000471005219,1396411000001105
5000471005226,1396511000001109
5016565000114,1396611000001108
5099151007827,1396611000001108
5051562028808,1396711000001104
5011309048919,1396711000001104
5000471005233,1396811000001107
5036631815374,1396911000001102
05012748611542,1396911000001102
5015313011617,1397011000001103
5000485001221,1397111000001102
5060035247240,1397111000001102
5017007600282,1397111000001102
5015313011778,1397211000001108
5060064791806,1397211000001108
7350005300302,1397211000001108
5016695640136,1397311000001100
5025903001614,1397411000001107
5012781062158,1397511000001106
5099151008008,1397511000001106
5012617005380,1397911000001104
05012617005380,1397911000001104
5016119093890,1398111000001101
5017007027713,1398211000001107
5017007011286,1398211000001107
5016695320199,1398311000001104
5028613001882,1398411000001106
5060403390066,1398411000001106
5060618361219,1398411000001106
5025903083672,1398611000001109
5025903004578,1398611000001109
5012617005120,1398711000001100
5021691100119,1399111000001108
5000283609346,1399811000001101
5013011003651,1399911000001106
5014124334021,1400011000001109
5026468744732,1400011000001109
5026468744527,1400011000001109
5026468744732,1400011000001109
5013945184303,1400411000001100
5013945300116,1400411000001100
5013945302134,1400411000001100
00191778007893,1400411000001100
00840164502978,1400411000001100
00191778007893,1400411000001100
5000485084101,1400611000001102
5060035247233,1400611000001102
5017007600275,1400611000001102
5012617005250,1400711000001106
05012617005250,1400711000001106
5017007027409,1400811000001103
5017007011996,1400811000001103
5017007021995,1400811000001103
5017007021995,1400811000001103
5017007021995,1400811000001103
5016695320175,1400911000001108
5025903001607,1401011000001100
5012617005373,1401411000001109
05012617005373,1401411000001109
5017007027614,1401911000001101
5017007011262,1401911000001101
5016695320182,1402311000001106
5015525061028,1402511000001100
5000283609339,1403211000001109
5015664002753,1403811000001105
5010678901108,1403811000001105
7613421031169,1403811000001105
7613421058173,1403811000001105
5021691920038,1404011000001102
5025903001911,1404811000001108
5017007113317,1405111000001102
5025903002444,1405211000001108
5012617009678,1405311000001100
05012617009678,1405311000001100
5017007026532,1405411000001107
5012712000129,1406411000001103
5021691920052,1407011000001105
5025903002437,1408111000001107
5025903001157,1408311000001109
5017007025023,1408411000001102
5025903000921,1408511000001103
5012617004727,1408911000001105
05012617004727,1408911000001105
5012617011213,1409011000001101
05012617011213,1409011000001101
5017007054382,1409211000001106
5025903002178,1410111000001108
5012617004659,1410411000001103
05012617004659,1410411000001103
4260056110566,1410611000001100
5015525034817,1410911000001106
5015525034855,1411011000001103
5015525034848,1411111000001102
5017007026921,1411311000001100
5000283597346,1411711000001101
5015366084798,1412211000001101
5016695440019,1412711000001108
5000123105502,1412811000001100
5025903002185,1413011000001102
5012617004666,1413311000001104
05012617004666,1413311000001104
5017007026938,1413411000001106
5015525080319,1413811000001108
5016695440026,1413911000001103
5025903003601,1414011000001100
5000123105571,1414111000001104
5012617007681,1414311000001102
05012617007681,1414311000001102
5010981000321,1414511000001108
5015525185519,1414611000001107
5017007027102,1414911000001101
5017007031659,1414911000001101
5017007604884,1414911000001101
5013011003200,1415211000001106
5016695520025,1415411000001105
5015525185526,1415511000001109
5024655000968,1415711000001104
5024655000975,1416211000001100
5012731013902,1416811000001104
5025903003618,1417011000001108
5012617005410,1417111000001109
05012617005410,1417111000001109
5017007027126,1417211000001103
5017007031758,1417211000001103
5017007604877,1417211000001103
5013011002395,1417311000001106
5016695520018,1417411000001104
5012252102611,1417511000001100
5012617005427,1417711000001105
5017007212041,1417811000001102
5017007604013,1417811000001102
5015201004110,1417911000001107
5015201008194,1418111000001105
5012617005434,1418711000001106
05012617005434,1418711000001106
5012252102598,1418811000001103
5017007212140,1418911000001108
5017007604020,1418911000001108
5015201008200,1419111000001103
5025903001553,1419411000001108
5012617010094,1419711000001102
05012617010094,1419711000001102
5017007110835,1419811000001105
5025903001546,1420011000001103
5012252102741,1420111000001102
5012617009289,1420411000001107
05012617009289,1420411000001107
5017007111023,1420711000001101
5012617010100,1420811000001109
05012617010100,1420811000001109
5015525040153,1420911000001104
5015525040122,1421011000001107
5702157106301,1421111000001108
5702157106509,1421511000001104
05702150144577,1421511000001104
5017007111238,1421811000001101
5702157106707,1422011000001104
5013457013191,1422211000001109
5013457013160,1422311000001101
5012252102635,1422511000001107
5012617009296,1422811000001105
05012617009296,1422811000001105
5017007111122,1422911000001100
5025903001959,1423511000001100
5012617010087,1423711000001105
05012617010087,1423711000001105
5017007110941,1423811000001102
5015525040115,1424511000001102
5037563003471,1424611000001103
5015525040146,1424711000001107
5017007014416,1425011000001109
5017007024460,1425011000001109
5014162007352,1425111000001105
5060499391114,1425111000001105
5016695400136,1425211000001104
5037563005475,1425411000001100
5012617011930,1425711000001106
05012617011930,1425711000001106
5017007014317,1426011000001100
5017007024361,1426011000001100
5014162007277,1426211000001105
5060499391091,1426211000001105
5016695400129,1426411000001109
5025903003724,1426711000001103
5012617009692,1426811000001106
05012617009692,1426811000001106
5017007110620,1426911000001101
5037563003464,1427311000001104
5037563002344,1427411000001106
5012617011947,1427511000001105
05012617011947,1427511000001105
5012617008763,1427611000001109
05012617008763,1427611000001109
5010706002135,1428011000001101
5060249170143,1428011000001101
5060249177456,1428011000001101
05060249177456,1428011000001101
5036631002057,1428111000001100
5036631002064,1428311000001103
5017007014218,1428511000001109
5017007024262,1428511000001109
5014162007000,1428711000001104
5060499391107,1428711000001104
5025903002338,1428811000001107
5012617004093,1429011000001106
05012617004093,1429011000001106
5017007240143,1429211000001101
5016695410036,1429511000001103
5012727901763,1429611000001104
5013945194036,1430111000001104
5013945198164,1430111000001104
5013945301205,1430111000001104
00191778008876,1430111000001104
00840164505917,1430111000001104
00191778008876,1430111000001104
5025903040194,1430511000001108
5037562203209,1430811000001106
5025903038238,1430811000001106
5025903004356,1431011000001109
5037563001927,1431111000001105
5025903004011,1431211000001104
5025903002345,1431411000001100
5012617009739,1431511000001101
05012617009739,1431511000001101
5000283605416,1431611000001102
5012617040091,1431711000001106
05012617040091,1431711000001106
05012617026255,1431711000001106
5012617026255,1431711000001106
5012617013149,1431811000001103
05012617013149,1431811000001103
5017007240495,1431911000001108
5017007310624,1432011000001101
5016695130156,1432411000001105
5016695390727,1432511000001109
5012727901770,1432611000001108
5012617000248,1432711000001104
05012617000248,1432711000001104
05012617005632,1432711000001104
5012617005632,1432711000001104
07622436122908,1433011000001105
5013675000034,1433111000001106
5000283608561,1433411000001101
5000283653622,1433411000001101
5037563002337,1434011000001107
5012617009371,1434111000001108
05012617009371,1434111000001108
5012617008701,1434211000001102
05012617008701,1434211000001102
5025903004363,1434311000001105
5025903003199,1434411000001103
5036631002033,1434611000001100
5012617009746,1434711000001109
05012617009746,1434711000001109
5036631002040,1434811000001101
5017007310815,1434911000001106
5016695130187,1435011000001106
5016695390734,1435111000001107
5013675000027,1435611000001104
5017007051718,1435711000001108
5017007051619,1435811000001100
5013457011203,1436011000001102
0000050135745,1436211000001107
5012616291777,1436211000001107
5014363004044,1437111000001103
5014363000053,1437211000001109
5014363000060,1437311000001101
5056205100309,1437411000001108
0000050283224,1438411000001107
8594739236011,1438411000001107
5000283608929,1438511000001106
5000283653639,1438511000001106
5013457011210,1439211000001103
5000309007774,1439611000001101
5025903003922,1439811000001102
5060163120019,1440011000001101
5017007012931,1440011000001101
5013457011227,1440111000001100
5016695310053,1440211000001106
5013457011234,1440611000001108
5025903002659,1440811000001107
5012617009579,1440911000001102
05012617009579,1440911000001102
5017007053033,1441011000001105
5012727903392,1441311000001108
5013945194029,1441411000001101
5013945198157,1441411000001101
00191778008111,1441411000001101
00840164505870,1441411000001101
00191778008111,1441411000001101
5000283605409,1441811000001104
5010706007413,1441911000001109
6091403213016,1441911000001109
5060249177463,1441911000001109
05060249177463,1441911000001109
5012252103458,1442511000001105
5015525040160,1442711000001100
5015525040139,1443211000001101
5012617009609,1443311000001109
05012617009609,1443311000001109
5025903002994,1443611000001104
5017007031895,1443711000001108
5012617008695,1444011000001108
5017007113027,1444111000001109
5025903002642,1444211000001103
5012617009586,1444511000001100
05012617009586,1444511000001100
5017007052913,1444711000001105
5012727903064,1444911000001107
5016695300467,1445111000001108
5025903001805,1445811000001101
5025903003915,1446011000001103
5012727902395,1446211000001108
5010706003842,1446911000001104
5060249170174,1446911000001104
5060249175919,1446911000001104
05060249175919,1446911000001104
5025903001799,1447311000001102
5060163120002,1448411000001108
5017007012887,1448411000001108
5025903003892,1448511000001107
5015525140112,1448711000001102
5012617009890,1448811000001105
05012617009890,1448811000001105
5012617003126,1448911000001100
05012617003126,1448911000001100
5012617013163,1449011000001109
05012617013163,1449011000001109
5016695310046,1449111000001105
5015525140136,1449211000001104
5017007112914,1449311000001107
5017007390404,1449411000001100
5016695300061,1450011000001104
5025903003861,1450511000001107
5025903005643,1450711000001102
5025903003502,1450911000001100
5013945194012,1451111000001109
5013945198140,1451111000001109
5013945301199,1451111000001109
00191778008883,1451111000001109
00840164505931,1451111000001109
00191778008883,1451111000001109
5025903000488,1451211000001103
08033622632429,1451511000001100
5012617010155,1452011000001100
05012617010155,1452011000001100
5017007051831,1452511000001108
5017007017837,1452511000001108
5017007051855,1452611000001107
5017007017844,1452611000001107
5000283605393,1452811000001106
5012617010216,1453211000001104
5012617021236,1453211000001104
05012617021236,1453211000001104
5017007054238,1453311000001107
5017007054252,1453511000001101
5012727903149,1453711000001106
5000283652816,1454111000001107
5033847000020,1454211000001101
5016695560076,1454311000001109
5033847000013,1454411000001102
5012252102826,1454911000001105
5012252102833,1455211000001100
5016695420066,1455511000001102
5012617010674,1455911000001109
5010678459609,1456311000001103
5025903000235,1456611000001108
5016192448211,1457011000001103
5017007305347,1457011000001103
5016192449218,1457211000001108
5017007305354,1457211000001108
5000167056464,1459311000001105
5000167056488,1459511000001104
5016565111063,1459711000001109
5000167056471,1460111000001109
5000167056518,1460311000001106
5000167056532,1460511000001100
5000167056600,1460711000001105
5000167056549,1460811000001102
5000167056525,1460911000001107
5011309267211,1461111000001103
5050768090169,1461211000001109
5011309268416,1461311000001101
5050768090176,1461411000001108
5017353500595,1462111000001108
5017353500601,1462211000001102
5016565111094,1462811000001101
5012617010681,1463211000001108
05012617010681,1463211000001108
5011309267013,1463811000001109
5011309268218,1463911000001104
5000309007705,1464611000001108
5025903000495,1465011000001102
5000158063549,1465211000001107
5036631014012,1465211000001107
5012617004451,1465311000001104
5017007051930,1465411000001106
5017007017851,1465411000001106
5017007051954,1465511000001105
5017007017868,1465511000001105
5000158064676,1465611000001109
5036631014005,1465611000001109
5033847000037,1466211000001101
5015525041464,1466311000001109
5015525041419,1466411000001102
5033847000044,1466511000001103
5000283597339,1466811000001100
5025903004370,1467411000001100
5013457012842,1467811000001103
1210001140837,1467811000001103
5017007014515,1467911000001108
5016695300658,1468011000001105
5037563003532,1468711000001107
5010004037792,1468911000001109
5017007210221,1469011000001100
5017007031437,1469011000001100
5016695001548,1469211000001105
5013457012859,1469311000001102
1210001140844,1469311000001102
5013457012859,1469311000001102
5025903003571,1469511000001108
5017007014614,1469611000001107
5016695300665,1469711000001103
5025903003564,1469811000001106
5012617003508,1470211000001107
05012617003508,1470211000001107
5012617013309,1470411000001106
05012617013309,1470411000001106
5037563003549,1470511000001105
5015201008637,1470711000001100
5017007601029,1470911000001103
5025903002147,1471311000001109
5012727903385,1471411000001102
5017007013815,1471511000001103
5012617016102,1471611000001104
5017007013518,1471711000001108
5016695291291,1472011000001103
5017007014713,1472211000001108
5016695300672,1472311000001100
5037563003556,1473011000001107
5015201005261,1473211000001102
5015915880055,1473711000001109
05015915880055,1473711000001109
5015525039867,1473911000001106
5000483111168,1474311000001107
5000483233808,1474411000001100
5025903003427,1474811000001103
5025903003403,1474911000001108
5012617008398,1475011000001108
05012617008398,1475011000001108
5017007212591,1475111000001109
5017007212690,1475111000001109
5017007212591,1475111000001109
5017476022004,1476111000001103
5014162001282,1476611000001106
5060499391138,1476611000001106
5060499391121,1476611000001106
5014162007116,1476811000001105
5060499391145,1476811000001105
5060499391138,1476811000001105
5017007013716,1476911000001100
5025903003410,1477111000001100
5014162004801,1477311000001103
5060499391121,1477311000001103
5060499391145,1477311000001103
5025903003397,1477411000001105
5012617008855,1477611000001108
05012617008855,1477611000001108
5015201005247,1477711000001104
5017007212638,1477911000001102
5017007212799,1477911000001102
5023497193616,1478511000001108
5017007010722,1478511000001108
5000124439750,1479411000001101
5025903012177,1479611000001103
5012617002273,1479811000001104
5055565741887,1479811000001104
5012617007834,1479911000001109
5055565741870,1479911000001109
5012617007841,1480111000001106
05012617007841,1480111000001106
5025903000914,1480211000001100
5025903005315,1480411000001101
5025903004257,1480611000001103
5017007013617,1480811000001104
5015201009191,1481111000001100
5023497400615,1481411000001105
5025903004080,1481511000001109
5012617026811,1481611000001108
5012617026811,1481611000001108
5017923000333,1481711000001104
5000283659884,1481711000001104
5017923001217,1481911000001102
5000283659877,1481911000001102
5017923001439,1482011000001109
5000283659860,1482011000001109
5015201007418,1482111000001105
5015525039874,1482311000001107
0000050065653,1482511000001101
5052197053616,1482511000001101
5000483111175,1482611000001102
5023497130321,1482911000001108
5017007054207,1483311000001102
5017007064206,1483311000001102
5016695330075,1483611000001107
5015664024335,1484011000001103
5010678901085,1484011000001103
7613421033927,1484011000001103
5000283581376,1484411000001107
0000050283170,1484511000001106
5000283657880,1484511000001106
5060064170441,1485211000001109
5060064170434,1485311000001101
5014162002777,1485411000001108
5010678461503,1485511000001107
5013487300582,1485611000001106
05013487300582,1485611000001106
5060673110746,1485611000001106
5060064170410,1485711000001102
5017923001460,1485811000001105
5016007513103,1485911000001100
5039021059815,1486011000001108
5039021059853,1486111000001109
5014124374041,1486211000001103
5026468744046,1486211000001103
5037562203339,1486511000001100
5014124374058,1486711000001105
5026468744053,1486711000001105
5015664001039,1486911000001107
5060132680049,1486911000001107
5016695271125,1487211000001101
5016695010465,1487311000001109
5010005051711,1487411000001102
5010706003217,1487811000001100
5015201003724,1488011000001107
5015201000747,1488111000001108
5015525010781,1488411000001103
5015525010743,1488511000001104
5025903004622,1489011000001102
5010678459708,1489211000001107
5010678553802,1489311000001104
5013945165401,1490011000001106
6419716606972,1490011000001106
4987084306234,1490011000001106
04987084306234,1490011000001106
5014124374263,1490311000001109
5026468744268,1490311000001109
5016695271132,1490511000001103
5025903004639,1490611000001104
5016695010243,1490811000001100
5025903012184,1490911000001105
5010005051728,1491011000001102
5014124374270,1491411000001106
5026468744275,1491411000001106
5015664006157,1491911000001103
5010678913231,1491911000001103
7613421044138,1491911000001103
5015664014022,1492111000001106
5010678913224,1492111000001106
5015201003731,1492211000001100
5015201000754,1492511000001102
5025903004424,1492611000001103
5015525010798,1493411000001105
5025903004653,1493511000001109
5015525010750,1493611000001108
5014124374294,1494111000001103
5026468744299,1494111000001103
5012617002693,1494411000001108
05012617002693,1494411000001108
5015664048188,1494511000001107
5016695400518,1494611000001106
5012617003799,1494711000001102
05012617003799,1494711000001102
5012816030015,1494811000001105
5012816099548,1494811000001105
5017007100478,1494911000001100
5017007100447,1495011000001100
5012816030008,1495211000001105
5012816099555,1495211000001105
5016695926612,1495611000001107
5013346070021,1495811000001106
